country,freedom,gdp_per_capita,generosity,happiness_rank,happiness_score,healthy_life_expectancy,social_support,trust_government_corruption,year,continent,gdp_support
Yemen,0.2287,0.57939,0.09821,147,3.724,0.31048,0.47493,0.05892,2016,Other,0.27516969269999997
Madagascar,0.13684,0.27954,0.2204,148,3.695,0.37109,0.46115,0.07506,2016,Africa,0.128909871
Tanzania,0.3176,0.47155,0.31472,149,3.666,0.357,0.77623,0.05099,2016,Africa,0.3660312565
Liberia,0.25748,0.10706,0.24063,150,3.622,0.23165,0.50353,0.04852,2016,Africa,0.0539079218
Guinea,0.30953,0.22415,0.29914,151,3.607,0.18829,0.3109,0.1192,2016,Africa,0.069688235
Rwanda,0.5432,0.32846,0.23552,152,3.515,0.31865,0.61586,0.50521,2016,Africa,0.20228537559999998
Benin,0.39747,0.39499,0.2018,153,3.484,0.21028,0.10419,0.06681,2016,Africa,0.0411540081
Afghanistan,0.1643,0.38227,0.31268,154,3.36,0.17344,0.11037,0.07112,2016,Asia,0.0421911399
Togo,0.34678,0.28123,0.17517,155,3.303,0.24811,0.0,0.11587,2016,Africa,0.0
Syria,0.06912,0.74719,0.48397,156,3.069,0.62994,0.14866,0.17233,2016,Asia,0.1110772654
Burundi,0.0432,0.06831,0.2029,157,2.905,0.15747,0.23442,0.09419,2016,Africa,0.0160132302
Norway,0.635422587394714,1.61646318435669,0.36201223731041,1,7.53700017929077,0.796666502952576,1.53352355957031,0.315963834524155,2017,Europe,2.4788843763890296
Denmark,0.626006722450256,1.48238301277161,0.355280488729477,2,7.52199983596802,0.792565524578094,1.55112159252167,0.40077006816864,2017,Europe,2.299356299497371
Iceland,0.627162635326385,1.480633020401,0.475540220737457,3,7.50400018692017,0.833552122116089,1.6105740070343,0.153526559472084,2017,Europe,2.384669056614537
Switzerland,0.620070576667786,1.56497955322266,0.290549278259277,4,7.49399995803833,0.858131289482117,1.51691174507141,0.367007285356522,2017,Europe,2.373935865080061
Finland,0.617950856685638,1.44357192516327,0.24548277258873,5,7.4689998626709,0.80915766954422,1.5402467250824,0.38261154294014,2017,Europe,2.223456930153622
Netherlands,0.585384488105774,1.50394463539124,0.470489829778671,6,7.3769998550415,0.810696125030518,1.42893922328949,0.282661825418472,2017,Europe,2.149045479166354
Canada,0.611100912094116,1.47920441627502,0.435539722442627,7,7.31599998474121,0.83455765247345,1.48134899139404,0.287371516227722,2017,America,2.191217970114611
New Zealand,0.614062130451202,1.40570604801178,0.500005125999451,8,7.31400012969971,0.816759705543518,1.54819512367249,0.382816702127457,2017,Oceania,2.176307248848765
Sweden,0.612924098968506,1.49438726902008,0.385399252176285,9,7.28399991989136,0.830875158309937,1.47816216945648,0.384398728609085,2017,Europe,2.2089467275828656
Australia,0.601607382297516,1.484414935112,0.477699249982834,10,7.28399991989136,0.84388679265976,1.51004195213318,0.301183730363846,2017,Oceania,2.241528826392172
Israel,0.405988603830338,1.37538242340088,0.330082654953003,11,7.21299982070923,0.83840399980545,1.37628996372223,0.0852421000599861,2017,Asia,1.8929250256065897
Costa Rica,0.580131649971008,1.10970628261566,0.214613229036331,12,7.0789999961853,0.759509265422821,1.41640365123749,0.100106589496136,2017,America,1.5717920304980029
Austria,0.567766189575195,1.48709726333618,0.316472321748734,13,7.00600004196167,0.815328419208527,1.4599449634552,0.221060365438461,2017,Europe,2.1710801597756673
United States,0.505740523338318,1.54625928401947,0.392578780651093,14,6.99300003051758,0.77428662776947,1.41992056369781,0.135638788342476,2017,America,2.195565354187898
Ireland,0.573110342025757,1.53570663928986,0.42785832285881,15,6.97700023651123,0.80978262424469,1.55823111534119,0.29838815331459,2017,Europe,2.392985869377509
Germany,0.562511384487152,1.48792338371277,0.336269170045853,16,6.95100021362305,0.798950731754303,1.47252035140991,0.276731938123703,2017,Europe,2.1909974638557506
Belgium,0.539770722389221,1.46378076076508,0.231503337621689,17,6.89099979400635,0.818091869354248,1.46231269836426,0.251343131065369,2017,Europe,2.1405051940880733
Luxembourg,0.59662789106369,1.74194359779358,0.283180981874466,18,6.86299991607666,0.845089495182037,1.45758366584778,0.31883442401886,2017,Europe,2.5390285349720374
United Kingdom,0.508190035820007,1.44163393974304,0.492774158716202,19,6.71400022506714,0.805335938930511,1.49646008014679,0.265428066253662,2017,Europe,2.1573476410102024
Chile,0.376895278692245,1.25278460979462,0.326662421226501,20,6.65199995040894,0.819479703903198,1.28402495384216,0.0822879821062088,2017,America,1.6086067007657054
United Arab Emirates,0.60834527015686,1.62634336948395,0.3609419465065,21,6.64799976348877,0.726798236370087,1.26641023159027,0.324489563703537,2017,Asia,2.0596178831934693
Brazil,0.437453746795654,1.10735321044922,0.16234989464283,22,6.63500022888184,0.616552352905273,1.43130600452423,0.111092761158943,2017,America,1.584961299245152
Czech Republic,0.490946173667908,1.35268235206604,0.0881067588925362,23,6.60900020599365,0.754444003105164,1.43388521671295,0.0368729270994663,2017,Europe,1.939591227535997
Argentina,0.494519203901291,1.18529546260834,0.109457060694695,24,6.59899997711182,0.695137083530426,1.44045114517212,0.059739887714386,2017,America,1.7073602064815012
Mexico,0.412730008363724,1.15318381786346,0.120990432798862,25,6.57800006866455,0.709978997707367,1.210862159729,0.132774114608765,2017,America,1.3963466482626827
Singapore,0.549840569496155,1.69227766990662,0.345965981483459,26,6.57200002670288,0.949492394924164,1.35381436347961,0.46430778503418,2017,Asia,2.291029816515388
Malta,0.588767051696777,1.34327983856201,0.574730575084686,27,6.52699995040894,0.821944236755371,1.48841166496277,0.153066068887711,2017,Europe,1.9993533810250022
Uruguay,0.57939225435257,1.21755969524384,0.175096929073334,28,6.4539999961853,0.719216823577881,1.41222786903381,0.178061872720718,2017,America,1.719471733835663
Guatemala,0.531310617923737,0.872001945972443,0.283488392829895,29,6.4539999961853,0.540239989757538,1.25558519363403,0.0772232785820961,2017,America,1.094872732183061
Panama,0.550026834011078,1.23374843597412,0.21055693924427,30,6.4520001411438,0.706156134605408,1.37319254875183,0.070983923971653,2017,America,1.6941741593138857
France,0.470222115516663,1.43092346191406,0.129762306809425,31,6.44199991226196,0.844465851783752,1.38777685165405,0.172502428293228,2017,Europe,1.9858024569330084
Thailand,0.580200731754303,1.12786877155304,0.572123110294342,32,6.42399978637695,0.647239029407501,1.42579245567322,0.0316127352416515,2017,Asia,1.6081067854697468
Taiwan Province of China,0.361466586589813,1.43362653255463,0.258360475301743,33,6.42199993133545,0.793984234333038,1.38456535339355,0.0638292357325554,2017,Asia,1.984949626680871
Spain,0.408781230449677,1.38439786434174,0.190133571624756,34,6.40299987792969,0.888960599899292,1.53209090232849,0.0709140971302986,2017,Europe,2.121023373160971
Qatar,0.604130983352661,1.87076568603516,0.330473870038986,35,6.375,0.710098087787628,1.27429687976837,0.439299255609512,2017,Asia,2.3839108764923385
Colombia,0.477487415075302,1.07062232494354,0.149014472961426,36,6.35699987411499,0.595027923583984,1.4021829366684,0.0466687418520451,2017,America,1.501208355652083
Saudi Arabia,0.449750572443008,1.53062355518341,0.147616013884544,37,6.3439998626709,0.590148329734802,1.28667759895325,0.27343225479126,2017,Asia,1.9694190408846772
Trinidad and Tobago,0.518630743026733,1.36135590076447,0.325296461582184,38,6.16800022125244,0.519983291625977,1.3802285194397,0.0089648161083459,2017,America,1.8789822393426434
Kuwait,0.496337592601776,1.63295245170593,0.228289797902107,39,6.10500001907349,0.632105708122253,1.25969874858856,0.215159550309181,2017,Asia,2.057028159918581
Slovakia,0.295817464590073,1.32539355754852,0.136544480919838,40,6.09800004959106,0.712732911109924,1.50505924224854,0.0242108516395092,2017,Europe,1.9947958234050724
Bahrain,0.536746919155121,1.48841226100922,0.172668486833572,41,6.08699989318848,0.653133034706116,1.32311046123505,0.257042169570923,2017,Asia,1.9693338331718127
Malaysia,0.402264982461929,1.29121541976929,0.416608929634094,42,6.08400011062622,0.618784427642822,1.28464603424072,0.0656007081270218,2017,Asia,1.658754768357085
Nicaragua,0.447551846504211,0.737299203872681,0.301674216985703,43,6.07100009918213,0.653095960617065,1.28721570968628,0.130687981843948,2017,America,0.9490631179641023
Ecuador,0.4551981985569,1.00082039833069,0.150112465023994,44,6.00799989700317,0.685636222362518,1.28616881370544,0.140134647488594,2017,America,1.2872239844531894
El Salvador,0.432452529668808,0.909784495830536,0.0782579854130745,45,6.00299978256226,0.596018552780151,1.18212509155273,0.0899809598922729,2017,America,1.0754790804269265
Poland,0.520342111587524,1.29178786277771,0.158465966582298,46,5.97300004959106,0.699475347995758,1.44571197032928,0.0593078061938286,2017,Europe,1.8675531763438127
Uzbekistan,0.658248662948608,0.786441087722778,0.415983647108078,47,5.97100019454956,0.498272627592087,1.54896914958954,0.246528223156929,2017,Asia,1.218172982852224
Italy,0.256450712680817,1.39506661891937,0.17278964817524,48,5.96400022506714,0.853144347667694,1.44492328166962,0.0280280914157629,2017,Europe,2.0157642371567173
Russia,0.373783111572266,1.28177809715271,0.0522638224065304,49,5.96299982070923,0.547349333763123,1.46928238868713,0.0329628810286522,2017,Europe,1.8832939843513778
Belize,0.547509372234344,0.907975316047668,0.240015640854836,50,5.95599985122681,0.450191766023636,1.08141779899597,0.0965810716152191,2017,America,0.9819006678229393
Japan,0.505625545978546,1.41691517829895,0.12057276815176,51,5.92000007629395,0.913475871086121,1.43633782863617,0.163760736584663,2017,Asia,2.0351688705595454
Lithuania,0.234231784939766,1.31458234786987,0.010164656676352,52,5.90199995040894,0.62894994020462,1.47351610660553,0.0118656428530812,2017,Europe,1.9370582630455673
Algeria,0.233335807919502,1.09186446666718,0.0694366469979286,53,5.87200021743774,0.617584645748138,1.1462174654007,0.146096110343933,2017,Africa,1.2515141215443422
Latvia,0.325707912445068,1.26074862480164,0.153074786067009,54,5.84999990463257,0.638566970825195,1.40471494197845,0.0738427266478539,2017,Europe,1.7709924313376462
South Korea,0.257921665906906,1.40167844295502,0.206674367189407,55,5.83799982070923,0.900214076042175,1.12827444076538,0.0632826685905457,2017,Asia,1.5814779613579637
Moldova,0.240729048848152,0.728870630264282,0.208779126405716,56,5.83799982070923,0.589465200901031,1.25182557106018,0.0100912861526012,2017,Europe,0.9124188929595781
Romania,0.457003742456436,1.21768391132355,0.133519917726517,57,5.82499980926514,0.685158312320709,1.15009129047394,0.00438790069893,2017,Europe,1.4004476609634564
Bolivia,0.558732926845551,0.833756566047668,0.22556072473526,58,5.82299995422363,0.473630249500275,1.22761905193329,0.0604777261614799,2017,America,1.0235354451545937
Turkmenistan,0.41827192902565,1.13077676296234,0.24992498755455,59,5.82200002670288,0.437726080417633,1.49314916133881,0.259270340204239,2017,Asia,1.6884183752786321
Kazakhstan,0.437454283237457,1.28455626964569,0.201964423060417,60,5.81899976730347,0.606041550636292,1.38436901569366,0.119282886385918,2017,Asia,1.7782998986125238
North Cyprus,0.471203625202179,1.3469113111496,0.266845703125,61,5.80999994277954,0.834647238254547,1.18630337715149,0.155353352427483,2017,Europe,1.5978454371403117
Slovenia,0.572575807571411,1.3412059545517,0.242649093270302,62,5.75799989700317,0.790828227996826,1.45251882076263,0.0451289787888527,2017,Europe,1.948126891505253
Peru,0.450002878904343,1.03522527217865,0.126819714903831,63,5.71500015258789,0.630166113376617,1.21877038478851,0.0470490865409374,2017,America,1.2617019033159633
Mauritius,0.491247326135635,1.18939554691315,0.360933750867844,64,5.62900018692017,0.638007462024689,1.20956099033356,0.0421815551817417,2017,Africa,1.438646455622596
Cyprus,0.355111539363861,1.35593807697296,0.271254301071167,65,5.62099981307983,0.84471470117569,1.13136327266693,0.0412379764020443,2017,Europe,1.5340585402978317
Estonia,0.479131430387497,1.32087934017181,0.0988908112049103,66,5.61100006103516,0.695168316364288,1.47667109966278,0.183248922228813,2017,Europe,1.950504347773354
Belarus,0.295400261878967,1.15655755996704,0.15513750910759,67,5.56899976730347,0.637714266777039,1.44494521617889,0.156313821673393,2017,Europe,1.671162313509904
Libya,0.465733230113983,1.10180306434631,0.152073666453362,68,5.52500009536743,0.520169019699097,1.35756433010101,0.0926102101802826,2017,Africa,1.4957685389525384
Turkey,0.300740599632263,1.19827437400818,0.0466930419206619,69,5.5,0.637605607509613,1.33775317668915,0.0996715798974037,2017,Asia,1.6029953503746455
Paraguay,0.473507791757584,0.932537317276001,0.224150657653809,70,5.49300003051758,0.579250693321228,1.50728487968445,0.091065913438797,2017,America,1.4055993980716168
"Hong Kong S.A.R., China",0.490968644618988,1.55167484283447,0.374465793371201,71,5.47200012207031,0.943062424659729,1.26279091835022,0.293933749198914,2017,Asia,1.9594408997638735
Philippines,0.585214674472809,0.85769921541214,0.193513423204422,72,5.42999982833862,0.468009054660797,1.25391757488251,0.0993318930268288,2017,Asia,1.0754841201682221
Serbia,0.208715528249741,1.06931757926941,0.220125883817673,73,5.39499998092651,0.65078467130661,1.25818979740143,0.0409037806093693,2017,Europe,1.3454044684187667
Jordan,0.418421149253845,0.991012394428253,0.172170460224152,74,5.33599996566772,0.604590058326721,1.23908889293671,0.11980327218771,2017,Asia,1.2279524506986623
Hungary,0.175863519310951,1.2860119342804,0.0784016624093056,75,5.32399988174438,0.687763452529907,1.34313309192657,0.0366369374096394,2017,Europe,1.7272851855445026
Jamaica,0.474307239055634,0.925579309463501,0.233818337321281,76,5.31099987030029,0.641022384166718,1.36821806430817,0.0552677810192108,2017,America,1.266394331157844
Croatia,0.255772292613983,1.22255623340607,0.248002976179123,77,5.29300022125244,0.701288521289825,0.96798300743103,0.0431031100451946,2017,Europe,1.18341365956596
Kosovo,0.260287940502167,0.951484382152557,0.319931447505951,78,5.27899980545044,0.541452050209045,1.13785350322723,0.0574716180562973,2017,Europe,1.0826498374982834
China,0.472787708044052,1.08116579055786,0.0288068410009146,79,5.27299976348877,0.741415500640869,1.16083741188049,0.0227942746132612,2017,Asia,1.2550576981249102
Pakistan,0.23521526157856,0.72688353061676,0.315446019172668,80,5.26900005340576,0.402047783136368,0.672690689563751,0.124348066747189,2017,Asia,0.4889677834431222
Indonesia,0.443323463201523,0.995538592338562,0.611704587936401,81,5.26200008392334,0.492345720529556,1.27444469928741,0.0153171354904771,2017,Asia,1.2687588819419302
Venezuela,0.153997123241425,1.12843120098114,0.0650196298956871,82,5.25,0.617144227027893,1.43133759498596,0.0644911229610443,2017,America,1.615166001319463
Montenegro,0.194989055395126,1.12112903594971,0.197911024093628,83,5.23699998855591,0.667464673519135,1.23837649822235,0.0881741940975189,2017,Europe,1.3883798495948008
Morocco,0.408158332109451,0.878114581108093,0.0322099551558495,84,5.2350001335144,0.59771066904068,0.774864435195923,0.0877631828188896,2017,Africa,0.680419758927627
Azerbaijan,0.398155838251114,1.15360176563263,0.0452693402767181,85,5.23400020599365,0.540775775909424,1.15240025520325,0.180987507104874,2017,Asia,1.3294109691179625
Dominican Republic,0.55258983373642,1.07937383651733,0.186967849731445,86,5.23000001907349,0.574873745441437,1.40241670608521,0.113945253193378,2017,America,1.51373190044319
Greece,0.0957312509417534,1.28948748111725,0.0,87,5.22700023651123,0.810198903083801,1.23941457271576,0.04328977689147,2017,Europe,1.5982095754312582
Lebanon,0.288515985012054,1.07498753070831,0.264450758695602,88,5.22499990463257,0.735081076622009,1.12962424755096,0.037513829767704,2017,Asia,1.2143319805030393
Portugal,0.498465299606323,1.3151752948761,0.0951027125120163,89,5.19500017166138,0.795843541622162,1.36704301834106,0.0158694516867399,2017,Europe,1.7979012047550174
Bosnia and Herzegovina,0.204403176903725,0.982409417629242,0.328867495059967,90,5.18200016021729,0.705186307430267,1.0693359375,0.0,2017,Other,1.0505256956093947
Honduras,0.348079860210419,0.730573117733002,0.236188873648643,91,5.18100023269653,0.582569479942322,1.14394497871399,0.0733454525470734,2017,America,0.8357354496140923
Macedonia,0.325905978679657,1.06457793712616,0.25376096367836,92,5.17500019073486,0.644948184490204,1.20789301395416,0.0602777935564518,2017,Europe,1.2858962530644193
Somalia,0.602126955986023,0.0226431842893362,0.291631311178207,93,5.15100002288818,0.113989137113094,0.721151351928711,0.282410323619843,2017,Africa,0.01632916296222575
Vietnam,0.571055591106415,0.788547575473785,0.234968051314354,94,5.07399988174438,0.652168989181519,1.27749133110046,0.0876332372426987,2017,Asia,1.007362691828046
Nigeria,0.394952565431595,0.783756256103516,0.230947196483612,95,5.07399988174438,0.0569157302379608,1.21577048301697,0.0261215660721064,2017,Africa,0.9528677220505436
Tajikistan,0.471566706895828,0.524713635444641,0.248997643589973,96,5.04099988937378,0.529235124588013,1.27146327495575,0.146377146244049,2017,Other,0.6671541173363807
Bhutan,0.501537680625916,0.885416388511658,0.474054545164108,97,5.01100015640259,0.495879292488098,1.34012651443481,0.173380389809608,2017,Asia,1.1865699785595858
Kyrgyzstan,0.454943388700485,0.596220076084137,0.42858037352562,98,5.00400018692017,0.553457796573639,1.39423859119415,0.0394391790032387,2017,Asia,0.831273038921216
Nepal,0.440305948257446,0.479820191860199,0.394096165895462,99,4.96199989318848,0.504130780696869,1.17928326129913,0.0729755461215973,2017,Asia,0.5658439206940697
Mongolia,0.394143968820572,1.02723586559296,0.338464230298996,100,4.95499992370605,0.557783484458923,1.4930112361908,0.0329022891819477,2017,Other,1.5336746895484716
South Africa,0.479246735572815,1.05469870567322,0.139362379908562,101,4.8289999961853,0.187080070376396,1.38478863239288,0.0725094974040985,2017,Africa,1.460534778215759
Tunisia,0.289680689573288,1.00726580619812,0.0496933571994305,102,4.80499982833862,0.613212049007416,0.868351459503174,0.0867231488227844,2017,Africa,0.8746607329197786
Palestinian Territories,0.25471106171608,0.716249227523804,0.114173173904419,103,4.77500009536743,0.565666973590851,1.15564715862274,0.0892826020717621,2017,Asia,0.8277313846536165
Egypt,0.282110154628754,0.989701807498932,0.128631442785263,104,4.7350001335144,0.520187258720398,0.997471392154694,0.114381365478039,2017,Africa,0.9871992397439767
Bulgaria,0.289231717586517,1.1614590883255,0.113177694380283,105,4.71400022506714,0.708217680454254,1.43437945842743,0.0110515309497714,2017,Europe,1.6659730580979475
Sierra Leone,0.318697690963745,0.36842092871666,0.293040901422501,106,4.70900011062622,0.0055647538974881,0.984136044979095,0.0710951760411263,2017,Africa,0.36257631567473886
Cameroon,0.430388748645782,0.564305365085602,0.236298456788063,107,4.69500017166138,0.132892116904259,0.946018218994141,0.0513066314160824,2017,Africa,0.5338431564471198
Iran,0.249322608113289,1.15687310695648,0.387242913246155,108,4.69199991226196,0.639333188533783,0.711551249027252,0.048761073499918,2017,Asia,0.823174504220921
Albania,0.381498634815216,0.996192753314972,0.201312944293022,109,4.64400005340576,0.731159746646881,0.803685247898102,0.0398642159998417,2017,Other,0.8006254199022361
Bangladesh,0.478356659412384,0.586682975292206,0.172255352139473,110,4.60799980163574,0.533241033554077,0.735131740570068,0.123717859387398,2017,Asia,0.4312892767893856
Namibia,0.520303547382355,0.964434325695038,0.0771337449550629,111,4.57399988174438,0.33861181139946,1.0984708070755,0.0931469723582268,2017,Africa,1.059402952117544
Kenya,0.452763766050339,0.560479462146759,0.444860309362411,112,4.55299997329712,0.309988349676132,1.06795072555542,0.0646413192152977,2017,Africa,0.5985644482585428
Mozambique,0.480791091918945,0.234305649995804,0.322228103876114,113,4.55000019073486,0.106654435396194,0.870701014995575,0.179436385631561,2017,Africa,0.20401016727054447
Myanmar,0.514492034912109,0.367110550403595,0.838075160980225,114,4.54500007629395,0.397522568702698,1.12323594093323,0.188816204667091,2017,Asia,0.412351764509098
Senegal,0.377922266721725,0.479309022426605,0.183468893170357,115,4.53499984741211,0.409362852573395,1.17969191074371,0.115460447967052,2017,Africa,0.5654369765031414
Zambia,0.461603492498398,0.636406779289246,0.249580144882202,116,4.51399993896484,0.257835894823074,1.00318729877472,0.0782135501503944,2017,Africa,0.6384351978370981
Iraq,0.288555532693863,1.10271048545837,0.19963726401329,117,4.49700021743774,0.501180469989777,0.978613197803497,0.107215754687786,2017,Asia,1.079127034425862
Gabon,0.312328577041626,1.1982102394104,0.0437853783369064,118,4.46500015258789,0.356578588485718,1.1556202173233,0.0760467872023582,2017,Africa,1.3846759772664496
Ethiopia,0.408842742443085,0.339233845472336,0.312650740146637,119,4.46000003814697,0.353409707546234,0.86466920375824,0.165455713868141,2017,Africa,0.2933250590524106
Sri Lanka,0.561213254928589,1.00985014438629,0.490863561630249,120,4.44000005722046,0.625130832195282,1.25997638702393,0.0736539661884308,2017,Asia,1.2723873363594316
Armenia,0.198303267359734,0.900596737861633,0.0834880918264389,121,4.37599992752075,0.637524425983429,1.00748372077942,0.0266744215041399,2017,Asia,0.907336552382646
India,0.469987004995346,0.792221248149872,0.231538489460945,122,4.31500005722046,0.455427616834641,0.754372596740723,0.0922268852591515,2017,Asia,0.5976300001599957
Mauritania,0.0960980430245399,0.648457288742065,0.201870024204254,123,4.29199981689453,0.285349279642105,1.2720308303833,0.136957004666328,2017,Africa,0.8248576634666722
Congo (Brazzaville),0.435025870800018,0.808964252471924,0.120852127671242,124,4.29099988937378,0.28995743393898,0.832044363021851,0.0796181336045265,2017,Africa,0.6730941461554499
Georgia,0.309410035610199,0.950612664222717,0.0540088154375553,125,4.28599977493286,0.649546980857849,0.57061493396759,0.251666635274887,2017,Asia,0.5424337826242004
Congo (Kinshasa),0.235961347818375,0.0921023488044739,0.246455833315849,126,4.28000020980835,0.191407024860382,1.22902345657349,0.0602413564920425,2017,Africa,0.11319594708621178
Mali,0.306613743305206,0.476180493831635,0.183354198932648,127,4.19000005722046,0.169365674257278,1.28147339820862,0.104970246553421,2017,Africa,0.6102126355910841
Ivory Coast,0.447706192731857,0.603048920631409,0.201237469911575,128,4.17999982833862,0.0486421696841717,0.904780030250549,0.130061775445938,2017,Africa,0.5456266206514472
Cambodia,0.633375823497772,0.601765096187592,0.385922968387604,129,4.16800022125244,0.429783403873444,1.00623834133148,0.0681059509515762,2017,Asia,0.605519112258981
Sudan,0.0149958552792668,0.65951669216156,0.182317450642586,130,4.13899993896484,0.290920823812485,1.21400856971741,0.089847519993782,2017,Africa,0.8006589161558127
Ghana,0.423026293516159,0.667224824428558,0.256923943758011,131,4.11999988555908,0.295637726783752,0.873664736747742,0.0253363698720932,2017,Africa,0.5829308005859345
Ukraine,0.122974775731564,0.89465194940567,0.270061463117599,132,4.09600019454956,0.575903952121735,1.39453756809235,0.0230294708162546,2017,Europe,1.2476257538132633
Uganda,0.443185955286026,0.381430715322495,0.325766056776047,133,4.08099985122681,0.217632606625557,1.12982773780823,0.057069718837738,2017,Africa,0.4309510022233895
Burkina Faso,0.324367851018906,0.3502277135849,0.250864684581757,134,4.03200006484985,0.215844258666039,1.04328000545502,0.120328105986118,2017,Africa,0.36538557093935364
Niger,0.36365869641304,0.161925330758095,0.228673845529556,135,4.02799987792969,0.26850500702858,0.993025004863739,0.138572946190834,2017,Africa,0.16079590236361985
Malawi,0.466914653778076,0.233442038297653,0.287170469760895,136,3.97000002861023,0.315089583396912,0.512568831443787,0.0727116540074348,2017,Other,0.11965511278008376
Chad,0.16234202682972,0.438012987375259,0.216113850474358,137,3.93600010871887,0.0411347150802612,0.953855872154236,0.0535818822681904,2017,Africa,0.41780126008771
Zimbabwe,0.336384207010269,0.375846534967422,0.189143493771553,138,3.875,0.196763753890991,1.08309590816498,0.0953753814101219,2017,Africa,0.40707784412120085
Lesotho,0.390661299228668,0.521021246910095,0.157497271895409,139,3.80800008773804,0.0,1.19009518623352,0.119094640016556,2017,Africa,0.6200648778730904
Angola,0.0,0.858428180217743,0.097926490008831,140,3.79500007629395,0.0498686656355858,1.10441195964813,0.0697203353047371,2017,Africa,0.9480583487314558
Afghanistan,0.106179520487785,0.401477217674255,0.311870932579041,141,3.79399991035461,0.180746778845787,0.581543326377869,0.0611578300595284,2017,Asia,0.23347639663121803
Botswana,0.505196332931519,1.12209415435791,0.0993484482169151,142,3.76600003242493,0.341755509376526,1.22155499458313,0.0985831990838051,2017,Other,1.3706997186484386
Benin,0.425962775945663,0.431085407733917,0.207948461174965,143,3.65700006484985,0.209930211305618,0.435299843549728,0.0609290152788162,2017,Africa,0.18765141054314477
Madagascar,0.189196765422821,0.305808693170547,0.208732530474663,144,3.64400005340576,0.375223308801651,0.913020372390747,0.0672319754958153,2017,Africa,0.2792095669189005
Haiti,0.0303698573261499,0.368610262870789,0.489203780889511,145,3.6029999256134,0.277321130037308,0.640449821949005,0.0998721495270729,2017,America,0.23607637722417277
Yemen,0.249463722109795,0.591683447360992,0.104125209152699,146,3.59299993515015,0.310080915689468,0.93538224697113,0.0567674227058887,2017,Other,0.553450192488149
South Sudan,0.147062435746193,0.39724862575531,0.285670816898346,147,3.59100008010864,0.163486003875732,0.601323127746582,0.116793513298035,2017,Africa,0.23887478613221444
Liberia,0.332881182432175,0.119041793048382,0.26654988527298,148,3.53299999237061,0.229918196797371,0.872117936611176,0.0389482490718365,2017,Africa,0.10381848292384954
Guinea,0.348587512969971,0.244549930095673,0.264815092086792,149,3.50699996948242,0.194129139184952,0.791244685649872,0.110937617719173,2017,Africa,0.19349883256424896
Togo,0.38042613863945,0.305444717407227,0.196896150708199,150,3.49499988555908,0.247105568647385,0.431882530450821,0.0956650152802467,2017,Africa,0.13191623746666914
Rwanda,0.581843852996826,0.368745893239975,0.252756029367447,151,3.47099995613098,0.326424807310104,0.945707023143768,0.455220013856888,2017,Africa,0.3487255809924664
Syria,0.0815394446253777,0.777153134346008,0.493663728237152,152,3.46199989318848,0.50053334236145,0.396102607250214,0.151347130537033,2017,Asia,0.3078323827471296
Tanzania,0.390017777681351,0.511135876178741,0.354256361722946,153,3.34899997711182,0.364509284496307,1.04198980331421,0.0660351067781448,2017,Africa,0.5325983710863228
Burundi,0.0599007532000542,0.091622568666935,0.204435184597969,154,2.90499997138977,0.151610791683197,0.629793584346771,0.0841479450464249,2017,Africa,0.05770330592780715
Central African Republic,0.270842045545578,0.0,0.280876487493515,155,2.69300007820129,0.0187726859003305,0.0,0.0565650761127472,2017,Africa,0.0
Finland,0.681,1.305,0.202,1,7.632,0.874,1.592,0.393,2018,Europe,2.07756
Norway,0.686,1.456,0.286,2,7.594,0.861,1.582,0.34,2018,Europe,2.303392
Denmark,0.683,1.351,0.284,3,7.555,0.868,1.59,0.408,2018,Europe,2.1480900000000003
Iceland,0.677,1.343,0.353,4,7.495,0.914,1.644,0.138,2018,Europe,2.2078919999999997
Switzerland,0.66,1.42,0.256,5,7.487,0.927,1.549,0.357,2018,Europe,2.1995799999999996
Netherlands,0.638,1.361,0.333,6,7.441,0.878,1.488,0.295,2018,Europe,2.025168
Canada,0.653,1.33,0.321,7,7.328,0.896,1.532,0.291,2018,America,2.03756
New Zealand,0.669,1.268,0.365,8,7.324,0.876,1.601,0.389,2018,Oceania,2.030068
Sweden,0.659,1.355,0.285,9,7.314,0.913,1.501,0.383,2018,Europe,2.033855
Australia,0.647,1.34,0.361,10,7.272,0.91,1.573,0.302,2018,Oceania,2.1078200000000002
United Kingdom,0.464,1.244,0.262,11,7.19,0.888,1.433,0.082,2018,Europe,1.7826520000000001
Austria,0.617,1.341,0.242,12,7.139,0.891,1.504,0.224,2018,Europe,2.016864
Costa Rica,0.632,1.01,0.143,13,7.072,0.817,1.459,0.101,2018,America,1.4735900000000002
Ireland,0.614,1.448,0.307,14,6.977,0.876,1.583,0.306,2018,Europe,2.2921839999999998
Germany,0.586,1.34,0.273,15,6.965,0.861,1.474,0.28,2018,Europe,1.97516
Belgium,0.583,1.324,0.188,16,6.927,0.894,1.483,0.24,2018,Europe,1.9634920000000002
Luxembourg,0.632,1.576,0.196,17,6.91,0.896,1.52,0.321,2018,Europe,2.3955200000000003
United States,0.547,1.398,0.291,18,6.886,0.819,1.471,0.133,2018,America,2.056458
Israel,0.533,1.301,0.354,19,6.814,0.883,1.559,0.272,2018,Asia,2.028259
Czech Republic,0.543,1.233,0.064,21,6.711,0.854,1.489,0.034,2018,Europe,1.8359370000000004
